cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	neuron_type	sh	unstable
366	1176.10000000	118.50000000	mua	88.42143250	48	500.00000000	0.27839538		1112		0	
367	1674.00000000	32.20000000	mua	111.27728271	56	580.00000000	0.17775245		710		0	
368	1645.40000000	0.00000000	mua	135.78729248	54	560.00000000	0.00801138		32		0	
369	1150.30000000	0.00000000	mua	96.74638367	49	520.00000000	0.00625889		25		0	
370	1305.20000000	921.80000000	mua	101.86119080	54	560.00000000	0.03129444		125		0	
371	3843.80000000	0.00000000	good	125.88156128	53	560.00000000	0.10289613		411		0	
372	4224.90000000	371.20000000	mua	120.38992310	53	560.00000000	0.47317200		1890		0	
373	4954.20000000	465.30000000	mua	119.36976624	53	560.00000000	0.22682213		906		0	
374	2165.50000000	342.00000000	mua	143.55126953	54	560.00000000	0.26437547		1056		0	
375	1296.80000000	0.00000000	good	87.10496521	54	560.00000000	0.10214507		408		0	
376	1317.40000000	0.00000000	good	94.49906158	54	560.00000000	0.98464841		3933		0	
377	1515.30000000	285.40000000	mua	116.60629272	53	560.00000000	0.12843240		513		0	
378	1620.50000000	0.00000000	mua	117.40646362	55	580.00000000	0.01051493		42		0	
379	1959.10000000	89.40000000	mua	161.52816772	56	580.00000000	0.72427863		2893		0	
380	1002.30000000	0.00000000	good	86.52865601	62	640.00000000	0.19352485		773		0	
381	2060.90000000	174.20000000	mua	152.40039062	62	640.00000000	0.12467707		498		0	
382	751.70000000	0.50000000	good	62.66218185	62	640.00000000	9.48446992	mua	37884		0	
383	1384.00000000	0.00000000	mua	115.08757782	62	640.00000000	0.01376956		55		0	
384	878.50000000	183.80000000	mua	62.23838806	66	680.00000000	0.27714360		1107		0	
385	4595.50000000	189.50000000	mua	88.30344391	63	660.00000000	0.19452627		777		0	
386	1605.30000000	216.70000000	mua	131.73950195	62	640.00000000	0.02027880		81		0	
387	1031.70000000	243.70000000	mua	78.97484589	62	640.00000000	0.01176671		47		0	
388	1510.30000000	370.80000000	mua	109.94065094	66	680.00000000	0.12192316		487		0	
389	996.60000000	210.50000000	mua	73.60137939	62	640.00000000	0.03930582		157		0	
390	1185.40000000	0.00000000	mua	87.00861359	65	680.00000000	0.01326884		53		0	
391	995.10000000	656.60000000	mua	74.83646393	67	700.00000000	0.01401991		56		0	
392	1459.40000000	0.00000000	good	126.19790649	77	800.00000000	0.09087907		363		0	
393	1096.20000000	44.20000000	mua	96.13354492	73	760.00000000	0.94258867		3765		0	
394	1193.50000000	46.60000000	mua	92.81438446	73	760.00000000	0.18075671		722		0	
395	1977.50000000	55.10000000	mua	148.73686218	73	760.00000000	1.39498116		5572		0	
396	2309.20000000	12.10000000	mua	118.15089417	73	760.00000000	0.11491320		459		0	
397	2661.40000000	104.70000000	mua	162.49801636	74	780.00000000	0.64541663		2578		0	
398	3125.40000000	126.30000000	mua	163.31579590	74	780.00000000	0.68772672		2747		0	
399	2155.30000000	93.00000000	mua	163.86346436	74	780.00000000	0.05833284		233		0	
400	1172.90000000	780.00000000	mua	89.66828918	74	780.00000000	0.03605120		144		0	
401	1440.90000000	467.30000000	mua	96.45866394	81	840.00000000	0.13794591		551		0	
402	2331.90000000	39.10000000	mua	119.85700989	73	760.00000000	2.71009891		10825		0	
403	1903.50000000	110.00000000	mua	105.00444031	76	800.00000000	0.30718627		1227		0	
404	4213.90000000	134.30000000	mua	134.03186035	73	760.00000000	1.02345352		4088		0	
405	2694.10000000	125.90000000	mua	160.63928223	76	800.00000000	1.74998534		6990		0	
406	1005.30000000	113.00000000	mua	75.68114471	73	760.00000000	0.30968982		1237		0	
407	1065.40000000	141.80000000	mua	79.53870392	73	760.00000000	0.04731720		189		0	
408	898.60000000	1560.00000000	mua	74.75738525	73	760.00000000	0.03179516		127		0	
409	818.80000000	0.00000000	mua	67.84310913	74	780.00000000	0.00826173		33		0	
410	1959.50000000	700.70000000	mua	136.70980835	77	800.00000000	0.10364720		414		0	
411	1648.20000000	1596.60000000	mua	123.21566772	77	800.00000000	0.04356187		174		0	
412	3430.90000000	383.70000000	mua	102.20068359	78	820.00000000	0.35951058		1436		0	
413	1821.30000000	284.60000000	mua	134.83090210	77	800.00000000	1.17016187		4674		0	
414	1431.40000000	465.70000000	mua	112.89239502	77	800.00000000	0.06884778		275		0	
415	1319.10000000	444.40000000	mua	92.72402954	77	800.00000000	0.17975529		718		0	
416	361.90000000	612.90000000	mua	25.97728157	83	860.00000000	0.04531436		181		0	
417	351.40000000	0.00000000	mua	27.99427414	83	860.00000000	0.23207960		927		0	
418	1856.30000000	7.90000000	good	122.28570557	79	820.00000000	3.60762358		14410		0	
419	983.00000000	731.20000000	mua	70.81558228	83	860.00000000	0.01226742		49		0	
420	878.40000000	386.20000000	mua	56.04296875	78	820.00000000	0.14145089		565		0	
421	1733.50000000	413.40000000	mua	72.90197754	83	860.00000000	0.10615076		424		0	
422	1033.50000000	334.90000000	mua	63.18669891	83	860.00000000	0.18601418		743		0	
423	2090.20000000	22.20000000	mua	164.01724243	82	860.00000000	0.03705262		148		0	
424	2707.50000000	11.50000000	mua	152.51934814	83	860.00000000	2.83277313		11315		0	
425	1804.50000000	212.70000000	mua	116.88075256	83	860.00000000	0.03104409		124		0	
426	2550.80000000	14.40000000	mua	144.60281372	83	860.00000000	0.81791160		3267		0	
427	2040.90000000	100.00000000	mua	161.50482178	83	860.00000000	0.00826173		33		0	
428	1937.50000000	368.30000000	mua	159.59866333	83	860.00000000	0.03404836		136		0	
429	1342.60000000	0.00000000	mua	119.60641479	86	900.00000000	0.06459173		258		0	
430	1550.70000000	0.90000000	good	131.49189758	86	900.00000000	1.65985734		6630		0	
431	1622.10000000	0.00000000	good	154.05802917	84	880.00000000	3.94885820	mua	15773		0	
432	1724.50000000	0.00000000	good	178.46284485	84	880.00000000	0.19828160		792		0	
433	1790.50000000	0.00000000	good	107.72021484	85	880.00000000	0.08662302		346		0	
434	1196.10000000	100.00000000	mua	103.63299561	85	880.00000000	0.00901280		36		0	
435	820.10000000	0.00000000	mua	70.75446320	88	920.00000000	0.01802560		72		0	
436	2180.60000000	100.00000000	mua	177.42163086	84	880.00000000	0.01251778		50		0	
437	1968.30000000	0.00000000	good	113.17121887	83	860.00000000	0.55979503		2236		0	
438	1930.60000000	0.60000000	good	129.85768127	85	880.00000000	2.35459401		9405		0	
439	1358.80000000	0.00000000	good	146.44398499	85	880.00000000	0.28690747		1146		0	
440	1632.30000000	0.00000000	good	166.49649048	86	900.00000000	2.13252863		8518		0	
441	2599.50000000	0.00000000	good	158.25782776	86	900.00000000	2.57265370		10276		0	
442	2176.20000000	0.00000000	good	169.60073853	86	900.00000000	1.73771792		6941		0	
443	1568.60000000	0.00000000	good	150.14562988	86	900.00000000	0.32896720		1314		0	
444	2158.40000000	0.00000000	good	158.38471985	86	900.00000000	0.04281080		171		0	
446	816.70000000	0.00000000	mua	62.88666534	87	900.00000000	0.08762444		350		0	
448	1460.90000000	100.00000000	good	129.00016785	89	920.00000000	0.01076529		43		0	
449	2272.30000000	0.00000000	mua	183.78785706	73	760.00000000	0.06208818		248		0	
450	1632.50000000	0.00000000	mua	137.19328308	89	920.00000000	0.02703840		108		0	
451	1454.90000000	100.00000000	good	134.68890381	89	920.00000000	0.00375533		15		0	
452	1124.70000000	0.00000000	good	112.27400970	89	920.00000000	0.85095854		3399		0	
456	1621.50000000	100.00000000	mua	142.04843140	99	1020.00000000	0.00951351		38		0	
457	1527.80000000	389.10000000	mua	82.64038086	104	1080.00000000	0.25786622		1030		0	
458	1100.20000000	3838.50000000	mua	92.76589966	113	1180.00000000	0.03530013		141		0	
459	1760.60000000	6072.90000000	mua	108.32451630	114	1180.00000000	0.13619342		544		0	
460	1579.70000000	8564.90000000	mua	94.13462830	113	1180.00000000	0.18250920		729		0	
461	1374.90000000	4420.00000000	mua	114.90452576	114	1180.00000000	0.08912658		356		0	
462	1110.10000000	0.00000000	mua	96.47119141	113	1180.00000000	0.01251778		50		0	
463	1760.00000000	3.90000000	good	143.40478516	116	1200.00000000	1.21122019		4838		0	
464	2807.50000000	3408.60000000	mua	131.94960022	120	1240.00000000	0.24860307		993		0	
465	1171.50000000	0.00000000	mua	100.33518982	120	1240.00000000	0.03580084		143		0	
466	1275.90000000	0.00000000	mua	106.90612793	124	1280.00000000	0.00575818		23		0	
467	1433.70000000	100.00000000	good	124.27814484	124	1280.00000000	0.00200284		8		0	
468	1056.70000000	0.00000000	mua	87.77291870	124	1280.00000000	0.00751067		30		0	
469	1320.60000000	100.00000000	mua	111.21740723	124	1280.00000000	0.00650924		26		0	
470	1482.00000000	0.00000000	good	131.61048889	122	1260.00000000	1.49387161		5967		0	
471	892.40000000	156.00000000	mua	75.24432373	128	1320.00000000	0.02553627		102		0	
472	3018.00000000	78.30000000	mua	101.05710602	130	1340.00000000	1.31837236		5266		0	
473	1879.80000000	17.10000000	mua	113.61351776	130	1340.00000000	0.06584351		263		0	
474	930.60000000	0.00000000	mua	77.75498962	144	1480.00000000	0.54978080		2196		0	
475	1017.10000000	0.00000000	mua	85.69589996	146	1500.00000000	0.04356187		174		0	
476	910.30000000	71.00000000	mua	69.07343292	144	1480.00000000	0.84169538		3362		0	
477	1420.10000000	0.00000000	mua	118.05570221	139	1440.00000000	0.06459173		258		0	
478	939.80000000	100.00000000	good	92.04705048	145	1500.00000000	0.00826173		33		0	
479	777.10000000	100.00000000	good	70.51368713	142	1460.00000000	0.00726031		29		0	
480	989.60000000	0.00000000	mua	87.07893372	142	1460.00000000	0.00550782		22		0	
481	1325.20000000	100.00000000	good	115.34228516	146	1500.00000000	0.00475676		19		0	
482	1030.60000000	100.00000000	good	89.51228333	141	1460.00000000	0.00550782		22		0	
483	1068.80000000	0.00000000	mua	87.54051971	147	1520.00000000	0.09763867		390		0	
484	1028.20000000	100.00000000	mua	86.34909821	145	1500.00000000	0.01226742		49		0	
485	873.90000000	0.00000000	mua	72.84892273	144	1480.00000000	0.00801138		32		0	
486	1272.40000000	2558.00000000	mua	98.97714233	146	1500.00000000	0.66544507		2658		0	
487	1003.00000000	100.00000000	good	94.13301849	145	1500.00000000	0.00876244		35		0	
488	1654.90000000	81.20000000	mua	124.55375671	153	1580.00000000	1.59376348		6366		0	
489	1795.00000000	96.20000000	mua	83.84129333	153	1580.00000000	1.74397681		6966		0	
490	1105.60000000	0.00000000	mua	89.31788635	157	1620.00000000	0.02954196		118		0	
491	897.00000000	0.00000000	good	81.41582489	149	1540.00000000	0.34974671		1397		0	
492	923.10000000	100.00000000	good	79.70217896	145	1500.00000000	0.00801138		32		0	
493	1282.10000000	0.00000000	mua	112.94357300	147	1520.00000000	0.03179516		127		0	
494	1471.40000000	123.90000000	mua	112.46043396	150	1560.00000000	0.44813645		1790		0	
495	1331.10000000	0.00000000	mua	107.71824646	150	1560.00000000	0.04681649		187		0	
496	1577.30000000	100.00000000	good	148.56271362	148	1540.00000000	0.00600853		24		0	
497	1153.20000000	41.00000000	mua	97.53018951	149	1540.00000000	0.32220760		1287		0	
498	2599.40000000	68.80000000	mua	153.74839783	149	1540.00000000	0.81791160		3267		0	
499	3615.30000000	85.90000000	mua	144.99386597	149	1540.00000000	1.35317179		5405		0	
500	2357.50000000	0.00000000	mua	175.43920898	149	1540.00000000	0.03354764		134		0	
501	1442.60000000	110.40000000	mua	121.30632782	151	1560.00000000	0.59960156		2395		0	
503	1203.50000000	0.00000000	mua	102.17816162	151	1560.00000000	0.01226742		49		0	
504	1159.00000000	0.00000000	good	105.21096039	153	1580.00000000	0.26813080		1071		0	
505	1840.60000000	0.00000000	good	141.74171448	161	1660.00000000	0.59559587		2379		0	
506	921.00000000	14.90000000	mua	76.50817108	149	1540.00000000	0.28265142		1129		0	
507	2192.00000000	0.00000000	mua	144.31301880	153	1580.00000000	0.04256044		170		0	
508	1580.70000000	371.10000000	mua	111.70989990	154	1600.00000000	0.42335125		1691		0	
509	1453.70000000	70.30000000	mua	107.73121643	154	1600.00000000	0.14470551		578		0	
510	1250.50000000	390.00000000	mua	93.30007172	154	1600.00000000	0.04005689		160		0	
511	1032.20000000	6.80000000	good	91.30272675	162	1680.00000000	6.50674093	mua	25990		0	
512	1525.50000000	29.40000000	mua	115.44692230	162	1680.00000000	3.64042016		14541		0	
513	1508.00000000	51.60000000	mua	115.63966370	162	1680.00000000	2.08395966		8324		0	
514	1261.90000000	32.80000000	mua	91.84817505	160	1660.00000000	0.13794591		551		0	
515	1463.30000000	0.00000000	mua	126.75543213	158	1640.00000000	0.07911236		316		0	
516	1617.40000000	4.10000000	good	127.07466125	158	1640.00000000	0.62663996		2503		0	
517	1561.40000000	180.90000000	mua	124.88039398	161	1660.00000000	1.21272232		4844		0	
518	845.40000000	0.00000000	good	90.45782471	161	1660.00000000	0.46315778		1850		0	
519	890.10000000	0.00000000	mua	72.71014404	175	1800.00000000	0.02253200		90		0	
520	1771.90000000	0.00000000	good	163.67448425	162	1680.00000000	0.39155609		1564		0	
521	2269.10000000	205.40000000	mua	168.16232300	162	1680.00000000	1.06826716		4267		0	
522	1062.90000000	0.00000000	mua	77.99972534	158	1640.00000000	0.02077951		83		0	
523	1335.00000000	0.00000000	mua	107.41091156	158	1640.00000000	0.01652347		66		0	
524	1691.00000000	196.30000000	mua	132.63456726	163	1680.00000000	1.66962121		6669		0	
525	1988.00000000	inf	mua	149.04151917	165	1700.00000000	0.00600853		24		0	
526	1867.30000000	0.00000000	mua	162.90530396	165	1700.00000000	0.02453484		98		0	
527	2454.60000000	243.40000000	mua	165.41853333	165	1700.00000000	0.80664560		3222		0	
528	1911.00000000	0.00000000	mua	165.94047546	165	1700.00000000	0.05157324		206		0	
529	2525.60000000	331.60000000	mua	171.15411377	165	1700.00000000	0.28390320		1134		0	
530	1188.40000000	100.00000000	good	114.48075104	165	1700.00000000	0.01852631		74		0	
531	2019.40000000	260.00000000	mua	144.25576782	165	1700.00000000	0.07710951		308		0	
532	1772.30000000	54.60000000	mua	143.16993713	166	1720.00000000	0.72127436		2881		0	
533	1175.10000000	38.20000000	mua	101.69767761	166	1720.00000000	0.96186605		3842		0	
534	1104.80000000	0.00000000	mua	90.63524628	166	1720.00000000	0.02253200		90		0	
535	967.00000000	100.00000000	good	92.17509460	166	1720.00000000	0.01326884		53		0	
536	870.90000000	46.90000000	mua	72.33322906	158	1640.00000000	1.77677339		7097		0	
537	925.00000000	0.00000000	mua	81.32397461	168	1740.00000000	0.00600853		24		0	
538	1258.70000000	100.00000000	mua	113.89882660	171	1760.00000000	0.00350498		14		0	
539	1347.10000000	29.50000000	mua	117.99865723	171	1760.00000000	0.39280787		1569		0	
540	1389.70000000	100.00000000	good	124.93778992	168	1740.00000000	0.00751067		30		0	
541	940.10000000	0.00000000	mua	77.53370667	171	1760.00000000	0.05708107		228		0	
542	1018.40000000	0.00000000	mua	81.78114319	171	1760.00000000	0.00776102		31		0	
545	1198.00000000	0.00000000	good	103.57677460	177	1820.00000000	0.29541956		1180		0	
546	1227.30000000	0.00000000	good	102.75504303	178	1840.00000000	1.02145067		4080		0	
547	908.90000000	80.10000000	mua	76.81248474	178	1840.00000000	0.88175227		3522		0	
548	1527.10000000	0.20000000	good	137.49748230	179	1840.00000000	9.18379290	mua	36683		0	
549	1575.20000000	0.00000000	good	131.49468994	179	1840.00000000	0.69348489		2770		0	
550	1361.30000000	0.00000000	mua	124.13184357	179	1840.00000000	0.00225320		9		0	
552	1084.70000000	0.00000000	mua	76.72784424	180	1860.00000000	0.07836129		313		0	
555	1330.80000000	121.10000000	mua	105.22438049	181	1860.00000000	0.65543085		2618		0	
557	765.80000000	0.00000000	good	82.51606750	189	1960.00000000	0.54477369		2176		0	
558	1178.60000000	41.10000000	mua	97.15803528	192	1980.00000000	0.55503827		2217		0	
561	1450.00000000	1.00000000	good	123.16595459	201	2080.00000000	4.89720505	mua	19561		0	
562	656.50000000	0.40000000	good	80.89923859	230	2380.00000000	5.18386216	mua	20706		0	
563	517.30000000	0.00000000	good	46.71141815	253	2600.00000000	0.85120889		3400		0	
565	1076.20000000	0.00000000	mua	94.41863251	262	2700.00000000	0.19001987		759		0	
566	1400.10000000	307.70000000	mua	104.22196198	17	180.00000000	0.03029302		121		0	
567	3244.00000000	239.80000000	mua	121.86088562	29	300.00000000	0.10239542		409		0	
568	3884.60000000	430.90000000	mua	133.32562256	27	280.00000000	0.10214507		408		0	
569	1532.80000000	0.00000000	mua	134.42825317	30	320.00000000	0.01727453		69		0	
570	1697.20000000	390.00000000	mua	130.16339111	29	300.00000000	0.02178093		87		0	
571	1135.20000000	24.70000000	mua	75.33419037	33	340.00000000	0.15972685		638		0	
572	2373.10000000	32.00000000	mua	161.74108887	35	360.00000000	0.43486760		1737		0	
573	1415.00000000	0.00000000	mua	113.67121887	44	460.00000000	0.02077951		83		0	
574	1043.40000000	100.00000000	good	112.70230865	46	480.00000000	0.00575818		23		0	
575	2693.20000000	244.40000000	mua	166.15554810	46	480.00000000	0.28114929		1123		0	
576	1287.10000000	260.00000000	mua	100.87225342	50	520.00000000	0.01276813		51		0	
577	1575.40000000	152.70000000	mua	116.31602478	50	520.00000000	0.27664289		1105		0	
578	1224.70000000	100.00000000	good	117.96254730	54	560.00000000	0.01201707		48		0	
579	1444.10000000	0.00000000	mua	116.60459900	54	560.00000000	0.01452062		58		0	
580	1032.70000000	0.00000000	mua	86.96582031	49	520.00000000	0.00625889		25		0	
581	1110.70000000	204.30000000	mua	90.34575653	49	520.00000000	0.01627311		65		0	
582	1311.30000000	0.00000000	mua	105.80369568	54	560.00000000	0.01927738		77		0	
583	1218.70000000	390.00000000	mua	102.91935730	54	560.00000000	0.01401991		56		0	
584	2782.90000000	19.10000000	mua	123.72906494	53	560.00000000	0.26763009		1069		0	
585	4282.10000000	333.00000000	mua	126.34616089	53	560.00000000	0.20879653		834		0	
586	1549.40000000	222.90000000	mua	125.32712555	58	600.00000000	0.03580084		143		0	
587	960.20000000	284.70000000	mua	63.05283737	66	680.00000000	0.13118631		524		0	
588	3773.40000000	172.50000000	mua	111.73796082	63	660.00000000	0.21530578		860		0	
589	1270.60000000	19.80000000	mua	101.52046204	62	640.00000000	0.27363862		1093		0	
590	1105.30000000	0.00000000	mua	86.56744385	63	660.00000000	0.01326884		53		0	
591	1129.20000000	307.40000000	mua	94.23752594	62	640.00000000	0.02979231		119		0	
592	847.70000000	233.60000000	mua	67.06455994	62	640.00000000	0.04331151		173		0	
593	1694.70000000	108.30000000	mua	126.35356140	66	680.00000000	0.02803982		112		0	
594	1162.10000000	165.30000000	mua	88.82900238	65	680.00000000	0.01852631		74		0	
595	1343.80000000	94.30000000	mua	106.62037659	63	660.00000000	0.25761587		1029		0	
596	1131.60000000	215.90000000	mua	94.62394714	66	680.00000000	0.02253200		90		0	
597	1429.80000000	26.40000000	mua	101.77904510	73	760.00000000	0.05282502		211		0	
598	607.90000000	26.40000000	mua	48.42674637	78	820.00000000	0.22406822		895		0	
599	1438.00000000	550.80000000	mua	111.27270508	78	820.00000000	0.04831862		193		0	
600	2507.40000000	95.80000000	mua	83.83460999	76	800.00000000	0.51322889		2050		0	
601	2423.00000000	594.30000000	mua	133.13774109	77	800.00000000	0.12993453		519		0	
602	2055.80000000	762.30000000	mua	141.02987671	77	800.00000000	0.03454907		138		0	
603	2157.70000000	366.80000000	mua	137.97839355	77	800.00000000	0.09939116		397		0	
604	2231.40000000	1115.80000000	mua	130.48178101	77	800.00000000	0.08361876		334		0	
605	2860.80000000	599.10000000	mua	122.68318176	77	800.00000000	0.13544236		541		0	
606	1234.70000000	340.70000000	mua	95.20104218	78	820.00000000	0.07285347		291		0	
607	1619.30000000	975.00000000	mua	128.63352966	77	800.00000000	0.03855476		154		0	
608	1457.60000000	1453.60000000	mua	94.66038513	77	800.00000000	0.03104409		124		0	
609	956.10000000	0.00000000	good	101.66015625	79	820.00000000	1.13936814		4551		0	
610	1050.10000000	13.90000000	mua	73.34620667	83	860.00000000	1.16690725		4661		0	
611	1788.50000000	19.10000000	mua	130.47109985	83	860.00000000	0.68046640		2718		0	
612	975.80000000	453.70000000	mua	58.61345673	83	860.00000000	0.07911236		316		0	
613	3588.50000000	241.50000000	mua	175.97557068	82	860.00000000	0.57181209		2284		0	
614	1838.20000000	185.70000000	mua	136.46867371	82	860.00000000	0.09713796		388		0	
615	1792.70000000	0.00000000	good	136.38333130	83	860.00000000	0.31619907		1263		0	
616	2256.50000000	19.90000000	mua	154.80172729	83	860.00000000	0.45089036		1801		0	
617	2121.30000000	507.90000000	mua	171.95738220	83	860.00000000	0.07185204		287		0	
618	1702.90000000	0.00000000	mua	147.41226196	84	880.00000000	0.04155902		166		0	
619	1529.50000000	14.40000000	mua	118.24073029	86	900.00000000	1.72570085		6893		0	
620	1977.80000000	9.00000000	good	174.72230530	84	880.00000000	5.87509386	mua	23467		0	
621	1065.00000000	97.50000000	mua	86.71051788	86	900.00000000	0.16172969		646		0	
622	1693.10000000	0.00000000	good	117.23132324	85	880.00000000	0.11566427		462		0	
623	1799.00000000	0.00000000	mua	153.88354492	85	880.00000000	0.02553627		102		0	
624	1992.60000000	0.00000000	good	174.73191833	86	900.00000000	0.11165858		446		0	
627	1388.70000000	0.00000000	mua	127.20987701	99	1020.00000000	0.00400569		16		0	
628	963.00000000	7485.00000000	mua	83.32201385	99	1020.00000000	0.02879089		115		0	
629	2063.20000000	396.60000000	mua	79.56246948	106	1100.00000000	0.09538547		381		0	
630	1838.00000000	2680.00000000	mua	91.30972290	114	1180.00000000	0.27288756		1090		0	
631	1256.00000000	930.10000000	mua	96.10078430	114	1180.00000000	1.45581756		5815		0	
632	1132.90000000	100.00000000	good	106.95726776	113	1180.00000000	0.00650924		26		0	
633	1332.00000000	inf	mua	113.01176453	113	1180.00000000	0.00650924		26		0	
634	2089.90000000	6930.60000000	mua	148.59819031	116	1200.00000000	0.06684493		267		0	
635	2748.30000000	4360.50000000	mua	113.57981873	120	1240.00000000	0.25861729		1033		0	
636	1935.20000000	3465.30000000	mua	157.76144409	121	1260.00000000	0.10514933		420		0	
637	688.70000000	0.00000000	good	70.21952820	124	1280.00000000	0.10765289		430		0	
638	1201.90000000	0.00000000	mua	101.31851196	124	1280.00000000	0.01001422		40		0	
639	1053.40000000	0.00000000	mua	85.98576355	124	1280.00000000	0.01702418		68		0	
640	1420.80000000	0.00000000	mua	121.86959076	126	1300.00000000	0.01126600		45		0	
641	1540.80000000	2275.40000000	mua	126.96949005	122	1260.00000000	0.20103551		803		0	
642	1531.60000000	73.20000000	mua	89.69216156	132	1360.00000000	1.72720299		6899		0	
643	874.30000000	3.70000000	good	91.47362518	144	1480.00000000	3.04582571		12166		0	
644	1138.60000000	0.00000000	mua	98.34652710	142	1460.00000000	0.04381222		175		0	
645	946.80000000	100.00000000	good	91.25276947	145	1500.00000000	0.00675960		27		0	
646	915.60000000	0.00000000	mua	80.12495422	139	1440.00000000	0.02803982		112		0	
647	748.40000000	100.00000000	good	76.39164734	146	1500.00000000	0.00500711		20		0	
648	1098.10000000	644.60000000	mua	86.79496002	143	1480.00000000	0.40106960		1602		0	
649	1068.90000000	4990.00000000	mua	84.05433655	143	1480.00000000	0.02979231		119		0	
650	1472.20000000	1815.70000000	mua	124.06312561	143	1480.00000000	0.24459738		977		0	
651	1163.60000000	2255.60000000	mua	91.79334259	143	1480.00000000	0.22006253		879		0	
652	2009.80000000	45.70000000	mua	144.03063965	153	1580.00000000	1.19144210		4759		0	
653	1723.30000000	37.30000000	mua	82.05281067	153	1580.00000000	0.58082489		2320		0	
654	992.50000000	100.00000000	mua	83.93437958	145	1500.00000000	0.00675960		27		0	
655	1058.50000000	100.00000000	mua	91.86301422	146	1500.00000000	0.00851209		34		0	
656	934.20000000	0.00000000	good	92.35519409	145	1500.00000000	0.90228143		3604		0	
657	1095.80000000	0.00000000	mua	93.80712891	145	1500.00000000	0.01051493		42		0	
658	945.10000000	100.00000000	good	88.75444794	145	1500.00000000	0.01076529		43		0	
659	1289.80000000	100.00000000	good	122.74258423	149	1540.00000000	0.00751067		30		0	
660	2431.80000000	58.70000000	mua	155.23849487	149	1540.00000000	0.99741654		3984		0	
661	2206.10000000	9.70000000	good	133.72454834	149	1540.00000000	0.21330293		852		0	
662	1575.70000000	0.00000000	mua	113.57878113	151	1560.00000000	0.02503556		100		0	
663	1898.00000000	0.00000000	mua	137.11465454	153	1580.00000000	0.03254622		130		0	
664	1556.70000000	146.20000000	mua	125.45744324	154	1600.00000000	0.12843240		513		0	
665	1530.70000000	0.00000000	mua	128.27912903	158	1640.00000000	0.09213084		368		0	
666	1607.30000000	97.90000000	mua	115.64063263	158	1640.00000000	0.14120053		564		0	
667	1685.50000000	485.10000000	mua	119.62818146	161	1660.00000000	0.04055760		162		0	
668	433.50000000	107.20000000	mua	35.94799423	175	1800.00000000	0.67671107		2703		0	
669	633.20000000	0.00000000	mua	52.60342407	152	1580.00000000	0.00776102		31		0	
670	410.80000000	100.00000000	mua	35.20133972	178	1840.00000000	0.01276813		51		0	
671	2209.30000000	466.70000000	mua	168.87010193	162	1680.00000000	0.07185204		287		0	
672	1844.00000000	inf	mua	168.33367920	162	1680.00000000	0.00751067		30		0	
673	1290.60000000	0.00000000	mua	102.91265869	158	1640.00000000	0.02603698		104		0	
674	2308.80000000	0.00000000	mua	159.59661865	165	1700.00000000	0.09813938		392		0	
675	1250.70000000	100.00000000	good	138.29917908	168	1740.00000000	0.01026458		41		0	
676	1121.80000000	100.00000000	good	114.33958435	166	1720.00000000	0.02278236		91		0	
677	1348.60000000	100.00000000	mua	121.60876465	171	1760.00000000	0.00325462		13		0	
678	1246.90000000	0.00000000	mua	111.27955627	171	1760.00000000	0.02077951		83		0	
679	1119.30000000	100.00000000	good	105.80257416	168	1740.00000000	0.01026458		41		0	
680	784.50000000	0.00000000	good	85.91882324	177	1820.00000000	3.92106873	mua	15662		0	
681	942.50000000	28.50000000	mua	73.73509216	175	1800.00000000	1.86790281		7461		0	
683	1005.40000000	0.00000000	mua	79.16459656	179	1840.00000000	0.04130867		165		0	
684	1827.50000000	0.00000000	mua	138.76327515	180	1860.00000000	0.02703840		108		0	
685	749.00000000	0.00000000	good	71.74719238	180	1860.00000000	0.33147076		1324		0	
686	1317.20000000	0.00000000	mua	94.35800171	189	1960.00000000	0.17975529		718		0	
687	1468.40000000	296.10000000	mua	77.71684265	29	300.00000000	0.11541391		461		0	
688	1188.10000000	25.60000000	mua	100.19735718	44	460.00000000	0.34098427		1362		0	
689	1799.70000000	132.70000000	mua	108.66754150	50	520.00000000	0.13919769		556		0	
690	1416.00000000	100.00000000	mua	111.54661560	56	580.00000000	0.00976387		39		0	
691	1288.60000000	205.60000000	mua	99.91770172	56	580.00000000	0.19402556		775		0	
692	1116.30000000	0.00000000	mua	92.07833862	49	520.00000000	0.03179516		127		0	
693	1159.60000000	0.00000000	mua	90.22167969	49	520.00000000	0.01326884		53		0	
694	1203.50000000	486.40000000	mua	95.53547668	54	560.00000000	0.10064293		402		0	
695	789.90000000	184.80000000	mua	60.68729401	66	680.00000000	0.03680227		147		0	
696	1205.60000000	0.00000000	mua	103.54083252	62	640.00000000	0.00625889		25		0	
697	1698.90000000	0.00000000	mua	111.87086487	67	700.00000000	0.01552204		62		0	
698	1046.30000000	260.00000000	mua	88.33078003	73	760.00000000	0.01226742		49		0	
699	942.20000000	0.00000000	mua	79.56265259	73	760.00000000	0.01777524		71		0	
700	1310.20000000	0.00000000	mua	103.58044434	74	780.00000000	0.02528591		101		0	
701	1501.50000000	353.60000000	mua	85.15481567	78	820.00000000	0.25235840		1008		0	
702	2618.00000000	412.30000000	mua	114.14499664	78	820.00000000	0.19477662		778		0	
703	1591.40000000	216.70000000	mua	129.47930908	77	800.00000000	0.03154480		126		0	
